Subject	shword	Resp	RT	step	sword	TrialCount	wavfile	which	Sresp	StepNum
207	medishine	5	1321	step7	medicine	305	Continuua/medicine_medishine/stimulus007.wav	one	5	7
207	shement	1	655	step11	cement	306	Continuua/cement_shement/stimulus011.wav	one	5	11
207	shaddle	1	1100	step9	saddle	307	Continuua/saddle_shaddle/stimulus009.wav	one	5	9
207	galakshy	5	831	step3	galaxy	308	Continuua/galaxy_galakshy/stimulus003.wav	one	5	3
207	shocket	1	736	step8	socket	309	Continuua/socket_shocket/stimulus008.wav	one	5	8
207	shunroof	1	691	step7	sunroof	310	Continuua/sunroof_shunroof/stimulus007.wav	one	5	7
207	currenshy	5	907	step4	currency	311	Continuua/currency_currenshy/stimulus004.wav	one	5	4
207	pharmashy	1	885	step9	pharmacy	312	Continuua/pharmacy_pharmashy/stimulus009.wav	one	5	9
207	faushet	1	814	step9	faucet	313	Continuua/faucet_faushet/stimulus009.wav	one	5	9
207	croishant	5	1591	step6	croissant	314	Continuua/croissant_croishant/stimulus006.wav	one	5	6
207	shement	5	740	step2	cement	315	Continuua/cement_shement/stimulus002.wav	one	5	2
207	shubmarine	5	754	step3	submarine	316	Continuua/submarine_shubmarine/stimulus003.wav	one	5	3
207	sheremony	1	696	step11	ceremony	317	Continuua/ceremony_sheremony/stimulus011.wav	one	5	11
207	curtshy	5	565	step4	curtsy	318	Continuua/curtsy_curtshy/stimulus004.wav	one	5	4
207	curshor	5	808	step5	cursor	319	Continuua/cursor_curshor/stimulus005.wav	one	5	5
207	shettlement	5	629	step2	settlement	320	Continuua/settlement_shettlement/stimulus002.wav	one	5	2
207	shin	5	1353	step5	sin	321	Continuua/sin_shin/stimulus005.wav	both	5	5
207	shement	1	769	step7	cement	322	Continuua/cement_shement/stimulus007.wav	one	5	7
207	shy	1	723	step10	sigh	323	Continuua/sigh_shy/stimulus010.wav	both	5	10
207	shy	5	650	step5	sigh	324	Continuua/sigh_shy/stimulus005.wav	both	5	5
207	whishtle	5	761	step3	whistle	325	Continuua/whistle_whishle/stimulus003.wav	one	5	3
207	takshi	5	624	step1	taxi	326	Continuua/taxi_takshi/stimulus001.wav	one	5	1
207	shafari	5	916	step5	safari	327	Continuua/safari_shafari/stimulus005.wav	one	5	5
207	shettlement	1	1064	step6	settlement	328	Continuua/settlement_shettlement/stimulus006.wav	one	5	6
207	dinoshaur	1	1513	step8	dinosaur	329	Continuua/dinosaur_dinoshaur/stimulus008.wav	one	5	8
207	croishant	1	905	step9	croissant	330	Continuua/croissant_croishant/stimulus009.wav	one	5	9
207	curshor	1	658	step8	cursor	331	Continuua/cursor_curshor/stimulus008.wav	one	5	8
207	pharmashy	5	987	step4	pharmacy	332	Continuua/pharmacy_pharmashy/stimulus004.wav	one	5	4
207	croishant	5	805	step4	croissant	333	Continuua/croissant_croishant/stimulus004.wav	one	5	4
207	shector	1	764	step6	sector	334	Continuua/sector_shector/stimulus006.wav	one	5	6
207	mishile	5	1009	step6	missile	335	Continuua/missile_mishile/stimulus006.wav	one	5	6
207	croishant	1	1029	step10	croissant	336	Continuua/croissant_croishant/stimulus010.wav	one	5	10
207	medishine	5	1289	step1	medicine	337	Continuua/medicine_medishine/stimulus001.wav	one	5	1
207	penshil	5	720	step4	pencil	338	Continuua/pencil_penshil/stimulus004.wav	one	5	4
207	shurfboard	5	3390	step7	surfboard	339	Continuua/surfboard_shurfboard/stimulus007.wav	one	5	7
207	sheremony	1	900	step10	ceremony	340	Continuua/ceremony_sheremony/stimulus010.wav	one	5	10
207	shack	1	679	step7	sack	341	Continuua/sack_shack/stimulus007.wav	both	5	7
207	pharmashy	5	1009	step3	pharmacy	342	Continuua/pharmacy_pharmashy/stimulus003.wav	one	5	3
207	shector	5	732	step2	sector	343	Continuua/sector_shector/stimulus002.wav	one	5	2
207	whishtle	5	615	step1	whistle	344	Continuua/whistle_whishle/stimulus001.wav	one	5	1
207	conshert	5	757	step2	concert	345	Continuua/concert_conshert/stimulus002.wav	one	5	2
207	dansher	5	663	step1	dancer	346	Continuua/dancer_dansher/stimulus001.wav	one	5	1
207	foshil	5	947	step6	fossil	347	Continuua/fossil_foshil/stimulus006.wav	one	5	6
207	sheminar	5	1311	step6	seminar	348	Continuua/seminar_sheminar/stimulus006.wav	one	5	6
207	caroushel	1	954	step10	carousel	349	Continuua/carousel_caroushel/stimulus010.wav	one	5	10
207	whishtle	5	832	step6	whistle	350	Continuua/whistle_whishle/stimulus006.wav	one	5	6
207	dinoshaur	5	1568	step7	dinosaur	351	Continuua/dinosaur_dinoshaur/stimulus007.wav	one	5	7
207	conshert	5	699	step1	concert	352	Continuua/concert_conshert/stimulus001.wav	one	5	1
207	mishile	5	798	step3	missile	353	Continuua/missile_mishile/stimulus003.wav	one	5	3
207	galakshy	1	1319	step8	galaxy	354	Continuua/galaxy_galakshy/stimulus008.wav	one	5	8
207	shyrup	1	699	step11	syrup	355	Continuua/syrup_shyrup/stimulus011.wav	one	5	11
207	shunroof	5	703	step3	sunroof	356	Continuua/sunroof_shunroof/stimulus003.wav	one	5	3
207	shock	1	1049	step7	sock	357	Continuua/sock_shock/stimulus007.wav	both	5	7
207	monshoon	1	824	step10	monsoon	358	Continuua/monsoon_monshoon/stimulus010.wav	one	5	10
207	shubmarine	5	1234	step1	submarine	359	Continuua/submarine_shubmarine/stimulus001.wav	one	5	1
207	sheremony	5	684	step2	ceremony	360	Continuua/ceremony_sheremony/stimulus002.wav	one	5	2
207	shement	1	753	step9	cement	361	Continuua/cement_shement/stimulus009.wav	one	5	9
207	tashel	5	1729	step3	tassel	362	Continuua/tassel_tashel/stimulus003.wav	one	5	3
207	medishine	5	956	step6	medicine	363	Continuua/medicine_medishine/stimulus006.wav	one	5	6
207	curtshy	5	650	step1	curtsy	364	Continuua/curtsy_curtshy/stimulus001.wav	one	5	1
207	dinoshaur	5	841	step2	dinosaur	365	Continuua/dinosaur_dinoshaur/stimulus002.wav	one	5	2
207	curtshy	5	756	step6	curtsy	366	Continuua/curtsy_curtshy/stimulus006.wav	one	5	6
207	faushet	5	753	step2	faucet	367	Continuua/faucet_faushet/stimulus002.wav	one	5	2
207	sheminar	1	569	step10	seminar	368	Continuua/seminar_sheminar/stimulus010.wav	one	5	10
207	shailboat	5	626	step4	sailboat	369	Continuua/sailboat_shailboat/stimulus004.wav	one	5	4
207	dansher	5	906	step5	dancer	370	Continuua/dancer_dansher/stimulus005.wav	one	5	5
207	sheremony	5	627	step1	ceremony	371	Continuua/ceremony_sheremony/stimulus001.wav	one	5	1
207	monshoon	1	1392	step6	monsoon	372	Continuua/monsoon_monshoon/stimulus006.wav	one	5	6
207	shilver	5	600	step2	silver	373	Continuua/silver_shilver/stimulus002.wav	one	5	2
207	faushet	5	782	step4	faucet	374	Continuua/faucet_faushet/stimulus004.wav	one	5	4
207	croishant	1	943	step8	croissant	375	Continuua/croissant_croishant/stimulus008.wav	one	5	8
207	shofa	5	699	step6	sofa	376	Continuua/sofa_shofa/stimulus006.wav	one	5	6
207	shin	5	599	step2	sin	377	Continuua/sin_shin/stimulus002.wav	both	5	2
207	shocket	1	708	step10	socket	378	Continuua/socket_shocket/stimulus010.wav	one	5	10
207	takshi	1	1056	step9	taxi	379	Continuua/taxi_takshi/stimulus009.wav	one	5	9
207	currenshy	1	874	step6	currency	380	Continuua/currency_currenshy/stimulus006.wav	one	5	6
207	shocket	1	2405	step6	socket	381	Continuua/socket_shocket/stimulus006.wav	one	5	6
207	shurfboard	5	1103	step6	surfboard	382	Continuua/surfboard_shurfboard/stimulus006.wav	one	5	6
207	shector	5	764	step4	sector	383	Continuua/sector_shector/stimulus004.wav	one	5	4
207	penshil	5	698	step3	pencil	384	Continuua/pencil_penshil/stimulus003.wav	one	5	3
207	shofa	1	841	step8	sofa	385	Continuua/sofa_shofa/stimulus008.wav	one	5	8
207	tashel	1	795	step9	tassel	386	Continuua/tassel_tashel/stimulus009.wav	one	5	9
207	pharmashy	1	1549	step8	pharmacy	387	Continuua/pharmacy_pharmashy/stimulus008.wav	one	5	8
207	sheminar	1	746	step11	seminar	388	Continuua/seminar_sheminar/stimulus011.wav	one	5	11
207	shaddle	5	620	step3	saddle	389	Continuua/saddle_shaddle/stimulus003.wav	one	5	3
207	caroushel	5	1149	step6	carousel	390	Continuua/carousel_caroushel/stimulus006.wav	one	5	6
207	shunroof	5	2724	step6	sunroof	391	Continuua/sunroof_shunroof/stimulus006.wav	one	5	6
207	sheiling	1	765	step11	ceiling	392	Continuua/ceiling_sheiling/stimulus011.wav	one	5	11
207	shector	1	775	step10	sector	393	Continuua/sector_shector/stimulus010.wav	one	5	10
207	shector	5	803	step1	sector	394	Continuua/sector_shector/stimulus001.wav	one	5	1
207	shock	5	1147	step6	sock	395	Continuua/sock_shock/stimulus006.wav	both	5	6
207	curshor	1	806	step11	cursor	396	Continuua/cursor_curshor/stimulus011.wav	one	5	11
207	pharmashy	5	1941	step1	pharmacy	397	Continuua/pharmacy_pharmashy/stimulus001.wav	one	5	1
207	shofa	1	797	step11	sofa	398	Continuua/sofa_shofa/stimulus011.wav	one	5	11
207	shilver	5	645	step5	silver	399	Continuua/silver_shilver/stimulus005.wav	one	5	5
207	shaddle	1	1208	step8	saddle	400	Continuua/saddle_shaddle/stimulus008.wav	one	5	8
207	takshi	1	1262	step8	taxi	401	Continuua/taxi_takshi/stimulus008.wav	one	5	8
207	foshil	5	927	step2	fossil	402	Continuua/fossil_foshil/stimulus002.wav	one	5	2
207	shidewalk	1	1707	step7	sidewalk	403	Continuua/sidewalk_shidewalk/stimulus007.wav	one	5	7
207	shaddle	5	681	step6	saddle	404	Continuua/saddle_shaddle/stimulus006.wav	one	5	6
207	shidewalk	5	618	step2	sidewalk	405	Continuua/sidewalk_shidewalk/stimulus002.wav	one	5	2
207	shaddle	5	694	step5	saddle	406	Continuua/saddle_shaddle/stimulus005.wav	one	5	5
207	foshil	1	950	step11	fossil	407	Continuua/fossil_foshil/stimulus011.wav	one	5	11
207	shocket	1	4176	step7	socket	408	Continuua/socket_shocket/stimulus007.wav	one	5	7
207	sheiling	1	653	step9	ceiling	409	Continuua/ceiling_sheiling/stimulus009.wav	one	5	9
207	shailboat	1	1143	step8	sailboat	410	Continuua/sailboat_shailboat/stimulus008.wav	one	5	8
207	mishile	1	693	step11	missile	411	Continuua/missile_mishile/stimulus011.wav	one	5	11
207	takshi	5	810	step5	taxi	412	Continuua/taxi_takshi/stimulus005.wav	one	5	5
207	monshoon	1	799	step8	monsoon	413	Continuua/monsoon_monshoon/stimulus008.wav	one	5	8
207	caroushel	5	1274	step8	carousel	414	Continuua/carousel_caroushel/stimulus008.wav	one	5	8
207	shyrup	1	676	step9	syrup	415	Continuua/syrup_shyrup/stimulus009.wav	one	5	9
207	shidewalk	5	577	step3	sidewalk	416	Continuua/sidewalk_shidewalk/stimulus003.wav	one	5	3
207	shyrup	1	747	step6	syrup	417	Continuua/syrup_shyrup/stimulus006.wav	one	5	6
207	curtshy	5	596	step2	curtsy	418	Continuua/curtsy_curtshy/stimulus002.wav	one	5	2
207	caroushel	5	820	step5	carousel	419	Continuua/carousel_caroushel/stimulus005.wav	one	5	5
207	shelery	5	1577	step6	celery	420	Continuua/celery_shelery/stimulus006.wav	one	5	6
207	croishant	5	957	step1	croissant	421	Continuua/croissant_croishant/stimulus001.wav	one	5	1
207	medishine	1	1105	step11	medicine	422	Continuua/medicine_medishine/stimulus011.wav	one	5	11
207	faushet	1	718	step11	faucet	423	Continuua/faucet_faushet/stimulus011.wav	one	5	11
207	shatellite	1	608	step9	satellite	424	Continuua/satellite_shatellite/stimulus009.wav	one	5	9
207	shettlement	5	653	step4	settlement	425	Continuua/settlement_shettlement/stimulus004.wav	one	5	4
207	curtshy	5	1486	step7	curtsy	426	Continuua/curtsy_curtshy/stimulus007.wav	one	5	7
207	pharmashy	5	1443	step6	pharmacy	427	Continuua/pharmacy_pharmashy/stimulus006.wav	one	5	6
207	caroushel	5	3152	step9	carousel	428	Continuua/carousel_caroushel/stimulus009.wav	one	5	9
207	shofa	5	736	step3	sofa	429	Continuua/sofa_shofa/stimulus003.wav	one	5	3
207	shidewalk	1	727	step10	sidewalk	430	Continuua/sidewalk_shidewalk/stimulus010.wav	one	5	10
207	shement	1	679	step10	cement	431	Continuua/cement_shement/stimulus010.wav	one	5	10
207	foshil	5	951	step7	fossil	432	Continuua/fossil_foshil/stimulus007.wav	one	5	7
207	croishant	5	1116	step7	croissant	433	Continuua/croissant_croishant/stimulus007.wav	one	5	7
207	shailboat	5	701	step2	sailboat	434	Continuua/sailboat_shailboat/stimulus002.wav	one	5	2
207	shin	5	680	step4	sin	435	Continuua/sin_shin/stimulus004.wav	both	5	4
207	shurfboard	1	710	step8	surfboard	436	Continuua/surfboard_shurfboard/stimulus008.wav	one	5	8
207	cashtle	1	790	step10	castle	437	Continuua/castle_cashle/stimulus010.wav	one	5	10
207	shafari	1	833	step7	safari	438	Continuua/safari_shafari/stimulus007.wav	one	5	7
207	dinoshaur	1	846	step9	dinosaur	439	Continuua/dinosaur_dinoshaur/stimulus009.wav	one	5	9
207	shidewalk	5	913	step5	sidewalk	440	Continuua/sidewalk_shidewalk/stimulus005.wav	one	5	5
207	cashtle	5	714	step1	castle	441	Continuua/castle_cashle/stimulus001.wav	one	5	1
207	monshoon	1	786	step11	monsoon	442	Continuua/monsoon_monshoon/stimulus011.wav	one	5	11
207	shilver	1	641	step10	silver	443	Continuua/silver_shilver/stimulus010.wav	one	5	10
207	caroushel	1	783	step11	carousel	444	Continuua/carousel_caroushel/stimulus011.wav	one	5	11
207	medishine	5	899	step2	medicine	445	Continuua/medicine_medishine/stimulus002.wav	one	5	2
207	curshor	1	1010	step10	cursor	446	Continuua/cursor_curshor/stimulus010.wav	one	5	10
207	penshil	1	695	step6	pencil	447	Continuua/pencil_penshil/stimulus006.wav	one	5	6
207	galakshy	5	938	step6	galaxy	448	Continuua/galaxy_galakshy/stimulus006.wav	one	5	6
207	shin	1	2036	step7	sin	449	Continuua/sin_shin/stimulus007.wav	both	5	7
207	foshil	5	1347	step3	fossil	450	Continuua/fossil_foshil/stimulus003.wav	one	5	3
207	shidewalk	1	647	step9	sidewalk	451	Continuua/sidewalk_shidewalk/stimulus009.wav	one	5	9
207	shatellite	5	602	step2	satellite	452	Continuua/satellite_shatellite/stimulus002.wav	one	5	2
207	curshor	1	868	step9	cursor	453	Continuua/cursor_curshor/stimulus009.wav	one	5	9
207	ashi	5	779	step3	asi	454	Continuua/asi_ashi/stimulus003.wav	both	5	3
207	shocket	5	660	step3	socket	455	Continuua/socket_shocket/stimulus003.wav	one	5	3
207	galakshy	1	1061	step11	galaxy	456	Continuua/galaxy_galakshy/stimulus011.wav	one	5	11
207	shunroof	1	654	step11	sunroof	457	Continuua/sunroof_shunroof/stimulus011.wav	one	5	11
207	shack	5	881	step5	sack	458	Continuua/sack_shack/stimulus005.wav	both	5	5
207	shelery	5	568	step1	celery	459	Continuua/celery_shelery/stimulus001.wav	one	5	1
207	shelery	5	565	step2	celery	460	Continuua/celery_shelery/stimulus002.wav	one	5	2
207	shement	1	573	step8	cement	461	Continuua/cement_shement/stimulus008.wav	one	5	8
207	shelery	1	1560	step7	celery	462	Continuua/celery_shelery/stimulus007.wav	one	5	7
207	galakshy	5	1251	step2	galaxy	463	Continuua/galaxy_galakshy/stimulus002.wav	one	5	2
207	tashel	1	887	step10	tassel	464	Continuua/tassel_tashel/stimulus010.wav	one	5	10
207	shubmarine	5	604	step4	submarine	465	Continuua/submarine_shubmarine/stimulus004.wav	one	5	4
207	tashel	5	696	step2	tassel	466	Continuua/tassel_tashel/stimulus002.wav	one	5	2
207	curtshy	5	1083	step5	curtsy	467	Continuua/curtsy_curtshy/stimulus005.wav	one	5	5
207	shailboat	1	739	step11	sailboat	468	Continuua/sailboat_shailboat/stimulus011.wav	one	5	11
207	shafari	5	585	step2	safari	469	Continuua/safari_shafari/stimulus002.wav	one	5	2
207	shubmarine	5	1533	step8	submarine	470	Continuua/submarine_shubmarine/stimulus008.wav	one	5	8
207	tashel	5	632	step6	tassel	471	Continuua/tassel_tashel/stimulus006.wav	one	5	6
207	shailboat	5	813	step3	sailboat	472	Continuua/sailboat_shailboat/stimulus003.wav	one	5	3
207	currenshy	5	744	step2	currency	473	Continuua/currency_currenshy/stimulus002.wav	one	5	2
207	croishant	5	934	step5	croissant	474	Continuua/croissant_croishant/stimulus005.wav	one	5	5
207	dansher	5	738	step3	dancer	475	Continuua/dancer_dansher/stimulus003.wav	one	5	3
207	curtshy	1	863	step11	curtsy	476	Continuua/curtsy_curtshy/stimulus011.wav	one	5	11
207	whishtle	1	646	step8	whistle	477	Continuua/whistle_whishle/stimulus008.wav	one	5	8
207	shailboat	1	798	step10	sailboat	478	Continuua/sailboat_shailboat/stimulus010.wav	one	5	10
207	shurfboard	5	744	step5	surfboard	479	Continuua/surfboard_shurfboard/stimulus005.wav	one	5	5
207	curshor	5	751	step3	cursor	480	Continuua/cursor_curshor/stimulus003.wav	one	5	3
207	shilver	5	940	step6	silver	481	Continuua/silver_shilver/stimulus006.wav	one	5	6
207	pharmashy	5	903	step5	pharmacy	482	Continuua/pharmacy_pharmashy/stimulus005.wav	one	5	5
207	shyrup	1	991	step10	syrup	483	Continuua/syrup_shyrup/stimulus010.wav	one	5	10
207	tashel	5	579	step5	tassel	484	Continuua/tassel_tashel/stimulus005.wav	one	5	5
208	conshert	5	2769	step2	concert	1	Continuua/concert_conshert/stimulus002.wav	one	5	2
208	sheiling	1	915	step7	ceiling	2	Continuua/ceiling_sheiling/stimulus007.wav	one	5	7
208	caroushel	1	800	step8	carousel	3	Continuua/carousel_caroushel/stimulus008.wav	one	5	8
208	tashel	1	1070	step6	tassel	4	Continuua/tassel_tashel/stimulus006.wav	one	5	6
208	penshil	1	837	step11	pencil	5	Continuua/pencil_penshil/stimulus011.wav	one	5	11
208	shidewalk	1	615	step11	sidewalk	6	Continuua/sidewalk_shidewalk/stimulus011.wav	one	5	11
208	monshoon	1	843	step7	monsoon	7	Continuua/monsoon_monshoon/stimulus007.wav	one	5	7
208	faushet	5	1077	step4	faucet	8	Continuua/faucet_faushet/stimulus004.wav	one	5	4
208	shy	1	1171	step6	sigh	9	Continuua/sigh_shy/stimulus006.wav	both	5	6
208	foshil	1	889	step10	fossil	10	Continuua/fossil_foshil/stimulus010.wav	one	5	10
208	shock	1	1144	step9	sock	11	Continuua/sock_shock/stimulus009.wav	both	5	9
208	ashi	5	1024	step3	asi	12	Continuua/asi_ashi/stimulus003.wav	both	5	3
208	shatellite	1	676	step6	satellite	13	Continuua/satellite_shatellite/stimulus006.wav	one	5	6
208	foshil	1	743	step8	fossil	14	Continuua/fossil_foshil/stimulus008.wav	one	5	8
208	shack	1	669	step10	sack	15	Continuua/sack_shack/stimulus010.wav	both	5	10
208	caroushel	1	837	step10	carousel	16	Continuua/carousel_caroushel/stimulus010.wav	one	5	10
208	foshil	5	1314	step1	fossil	17	Continuua/fossil_foshil/stimulus001.wav	one	5	1
208	mishile	5	1088	step5	missile	18	Continuua/missile_mishile/stimulus005.wav	one	5	5
208	sheminar	5	1078	step3	seminar	19	Continuua/seminar_sheminar/stimulus003.wav	one	5	3
208	sheiling	1	1444	step9	ceiling	20	Continuua/ceiling_sheiling/stimulus009.wav	one	5	9
208	shelery	1	1008	step7	celery	21	Continuua/celery_shelery/stimulus007.wav	one	5	7
208	penshil	5	896	step2	pencil	22	Continuua/pencil_penshil/stimulus002.wav	one	5	2
208	caroushel	1	1614	step6	carousel	23	Continuua/carousel_caroushel/stimulus006.wav	one	5	6
208	shidewalk	1	774	step9	sidewalk	24	Continuua/sidewalk_shidewalk/stimulus009.wav	one	5	9
208	shailboat	5	713	step5	sailboat	25	Continuua/sailboat_shailboat/stimulus005.wav	one	5	5
208	medishine	1	1801	step8	medicine	26	Continuua/medicine_medishine/stimulus008.wav	one	5	8
208	medishine	1	865	step11	medicine	27	Continuua/medicine_medishine/stimulus011.wav	one	5	11
208	shurfboard	5	1596	step3	surfboard	28	Continuua/surfboard_shurfboard/stimulus003.wav	one	5	3
208	dinoshaur	5	852	step2	dinosaur	29	Continuua/dinosaur_dinoshaur/stimulus002.wav	one	5	2
208	croishant	5	698	step1	croissant	30	Continuua/croissant_croishant/stimulus001.wav	one	5	1
208	shailboat	1	1634	step9	sailboat	31	Continuua/sailboat_shailboat/stimulus009.wav	one	5	9
208	shock	5	879	step4	sock	32	Continuua/sock_shock/stimulus004.wav	both	5	4
208	shubmarine	5	856	step5	submarine	33	Continuua/submarine_shubmarine/stimulus005.wav	one	5	5
208	tashel	1	950	step7	tassel	34	Continuua/tassel_tashel/stimulus007.wav	one	5	7
208	conshert	1	713	step9	concert	35	Continuua/concert_conshert/stimulus009.wav	one	5	9
208	penshil	1	1223	step8	pencil	36	Continuua/pencil_penshil/stimulus008.wav	one	5	8
208	shyrup	1	1075	step8	syrup	37	Continuua/syrup_shyrup/stimulus008.wav	one	5	8
208	caroushel	5	1055	step2	carousel	38	Continuua/carousel_caroushel/stimulus002.wav	one	5	2
208	caroushel	5	1708	step4	carousel	39	Continuua/carousel_caroushel/stimulus004.wav	one	5	4
208	shilver	1	820	step7	silver	40	Continuua/silver_shilver/stimulus007.wav	one	5	7
208	medishine	5	958	step2	medicine	41	Continuua/medicine_medishine/stimulus002.wav	one	5	2
208	shector	1	636	step10	sector	42	Continuua/sector_shector/stimulus010.wav	one	5	10
208	shafari	5	633	step1	safari	43	Continuua/safari_shafari/stimulus001.wav	one	5	1
208	shocket	5	972	step2	socket	44	Continuua/socket_shocket/stimulus002.wav	one	5	2
208	shack	1	733	step8	sack	45	Continuua/sack_shack/stimulus008.wav	both	5	8
208	galakshy	5	698	step6	galaxy	46	Continuua/galaxy_galakshy/stimulus006.wav	one	5	6
208	sheminar	5	868	step2	seminar	47	Continuua/seminar_sheminar/stimulus002.wav	one	5	2
208	shector	5	816	step3	sector	48	Continuua/sector_shector/stimulus003.wav	one	5	3
208	whishtle	1	973	step7	whistle	49	Continuua/whistle_whishle/stimulus007.wav	one	5	7
208	shement	5	768	step3	cement	50	Continuua/cement_shement/stimulus003.wav	one	5	3
208	ashi	1	748	step7	asi	51	Continuua/asi_ashi/stimulus007.wav	both	5	7
208	penshil	1	1058	step7	pencil	52	Continuua/pencil_penshil/stimulus007.wav	one	5	7
208	mishile	5	949	step3	missile	53	Continuua/missile_mishile/stimulus003.wav	one	5	3
208	shatellite	1	3108	step9	satellite	54	Continuua/satellite_shatellite/stimulus009.wav	one	5	9
208	shy	5	1240	step3	sigh	55	Continuua/sigh_shy/stimulus003.wav	both	5	3
208	shement	5	1410	step6	cement	56	Continuua/cement_shement/stimulus006.wav	one	5	6
208	dansher	5	2147	step6	dancer	57	Continuua/dancer_dansher/stimulus006.wav	one	5	6
208	shyrup	5	1187	step3	syrup	58	Continuua/syrup_shyrup/stimulus003.wav	one	5	3
208	shidewalk	1	806	step8	sidewalk	59	Continuua/sidewalk_shidewalk/stimulus008.wav	one	5	8
208	takshi	5	916	step6	taxi	60	Continuua/taxi_takshi/stimulus006.wav	one	5	6
208	foshil	5	1447	step3	fossil	61	Continuua/fossil_foshil/stimulus003.wav	one	5	3
208	shunroof	1	1065	step7	sunroof	62	Continuua/sunroof_shunroof/stimulus007.wav	one	5	7
208	shunroof	1	1125	step6	sunroof	63	Continuua/sunroof_shunroof/stimulus006.wav	one	5	6
208	pharmashy	5	1204	step5	pharmacy	64	Continuua/pharmacy_pharmashy/stimulus005.wav	one	5	5
208	medishine	5	1107	step1	medicine	65	Continuua/medicine_medishine/stimulus001.wav	one	5	1
208	mishile	1	873	step10	missile	66	Continuua/missile_mishile/stimulus010.wav	one	5	10
208	tashel	1	1152	step9	tassel	67	Continuua/tassel_tashel/stimulus009.wav	one	5	9
208	galakshy	5	435	step4	galaxy	68	Continuua/galaxy_galakshy/stimulus004.wav	one	5	4
208	monshoon	5	1153	step2	monsoon	69	Continuua/monsoon_monshoon/stimulus002.wav	one	5	2
208	currenshy	1	1597	step7	currency	70	Continuua/currency_currenshy/stimulus007.wav	one	5	7
208	conshert	1	779	step7	concert	71	Continuua/concert_conshert/stimulus007.wav	one	5	7
208	galakshy	5	794	step1	galaxy	72	Continuua/galaxy_galakshy/stimulus001.wav	one	5	1
208	mishile	5	820	step2	missile	73	Continuua/missile_mishile/stimulus002.wav	one	5	2
208	shurfboard	5	1117	step4	surfboard	74	Continuua/surfboard_shurfboard/stimulus004.wav	one	5	4
208	currenshy	1	899	step6	currency	75	Continuua/currency_currenshy/stimulus006.wav	one	5	6
208	dansher	1	1350	step9	dancer	76	Continuua/dancer_dansher/stimulus009.wav	one	5	9
208	shubmarine	1	1038	step10	submarine	77	Continuua/submarine_shubmarine/stimulus010.wav	one	5	10
208	croishant	1	870	step7	croissant	78	Continuua/croissant_croishant/stimulus007.wav	one	5	7
208	sheremony	1	751	step8	ceremony	79	Continuua/ceremony_sheremony/stimulus008.wav	one	5	8
208	galakshy	1	929	step11	galaxy	80	Continuua/galaxy_galakshy/stimulus011.wav	one	5	11
208	shaddle	1	618	step10	saddle	81	Continuua/saddle_shaddle/stimulus010.wav	one	5	10
208	tashel	1	1424	step8	tassel	82	Continuua/tassel_tashel/stimulus008.wav	one	5	8
208	dansher	5	878	step5	dancer	83	Continuua/dancer_dansher/stimulus005.wav	one	5	5
208	shin	5	760	step4	sin	84	Continuua/sin_shin/stimulus004.wav	both	5	4
208	shilver	1	562	step8	silver	85	Continuua/silver_shilver/stimulus008.wav	one	5	8
208	mishile	5	751	step6	missile	86	Continuua/missile_mishile/stimulus006.wav	one	5	6
208	shurfboard	1	1503	step7	surfboard	87	Continuua/surfboard_shurfboard/stimulus007.wav	one	5	7
208	sheminar	5	718	step6	seminar	88	Continuua/seminar_sheminar/stimulus006.wav	one	5	6
208	shettlement	1	516	step6	settlement	89	Continuua/settlement_shettlement/stimulus006.wav	one	5	6
208	shement	5	725	step4	cement	90	Continuua/cement_shement/stimulus004.wav	one	5	4
208	takshi	5	879	step2	taxi	91	Continuua/taxi_takshi/stimulus002.wav	one	5	2
208	conshert	5	945	step5	concert	92	Continuua/concert_conshert/stimulus005.wav	one	5	5
208	shaddle	1	1490	step8	saddle	93	Continuua/saddle_shaddle/stimulus008.wav	one	5	8
208	shocket	5	823	step4	socket	94	Continuua/socket_shocket/stimulus004.wav	one	5	4
208	galakshy	5	677	step3	galaxy	95	Continuua/galaxy_galakshy/stimulus003.wav	one	5	3
208	sheiling	5	607	step3	ceiling	96	Continuua/ceiling_sheiling/stimulus003.wav	one	5	3
208	ashi	5	768	step2	asi	97	Continuua/asi_ashi/stimulus002.wav	both	5	2
208	dansher	5	1123	step4	dancer	98	Continuua/dancer_dansher/stimulus004.wav	one	5	4
208	dansher	5	933	step3	dancer	99	Continuua/dancer_dansher/stimulus003.wav	one	5	3
208	shunroof	5	1119	step1	sunroof	100	Continuua/sunroof_shunroof/stimulus001.wav	one	5	1
208	shafari	5	867	step2	safari	101	Continuua/safari_shafari/stimulus002.wav	one	5	2
208	shilver	1	582	step6	silver	102	Continuua/silver_shilver/stimulus006.wav	one	5	6
208	shurfboard	1	951	step10	surfboard	103	Continuua/surfboard_shurfboard/stimulus010.wav	one	5	10
208	tashel	5	1025	step1	tassel	104	Continuua/tassel_tashel/stimulus001.wav	one	5	1
208	croishant	5	734	step4	croissant	105	Continuua/croissant_croishant/stimulus004.wav	one	5	4
208	foshil	1	1218	step11	fossil	106	Continuua/fossil_foshil/stimulus011.wav	one	5	11
208	shaddle	5	1266	step1	saddle	107	Continuua/saddle_shaddle/stimulus001.wav	one	5	1
208	shement	1	1108	step9	cement	108	Continuua/cement_shement/stimulus009.wav	one	5	9
