Subject	shword	Resp	RT	step	sword	TrialCount	wavfile	which	Sresp	StepNum
207	shettlement	5	652	step3	settlement	294	Continuua/settlement_shettlement/stimulus003.wav	one	5	3
207	cashtle	1	723	step8	castle	295	Continuua/castle_cashle/stimulus008.wav	one	5	8
207	sheremony	5	1407	step6	ceremony	296	Continuua/ceremony_sheremony/stimulus006.wav	one	5	6
207	shement	5	705	step4	cement	297	Continuua/cement_shement/stimulus004.wav	one	5	4
207	curtshy	1	788	step9	curtsy	298	Continuua/curtsy_curtshy/stimulus009.wav	one	5	9
207	shyrup	5	921	step4	syrup	299	Continuua/syrup_shyrup/stimulus004.wav	one	5	4
207	mishile	5	617	step1	missile	300	Continuua/missile_mishile/stimulus001.wav	one	5	1
207	shubmarine	5	2049	step7	submarine	301	Continuua/submarine_shubmarine/stimulus007.wav	one	5	7
207	shettlement	1	766	step9	settlement	302	Continuua/settlement_shettlement/stimulus009.wav	one	5	9
207	penshil	1	788	step7	pencil	303	Continuua/pencil_penshil/stimulus007.wav	one	5	7
207	sheminar	1	723	step7	seminar	304	Continuua/seminar_sheminar/stimulus007.wav	one	5	7
